WACC,0.01,0.015,0.02,0.025,0.03,0.035
0.09,152958.1508881831,160667.9874956376,169479.2293327284,179646.0468370639,191507.3339254554,205525.2186662817
0.1,135596.25221637863,141426.27484752724,147985.05030756944,155418.32916228392,163913.50499624337,173715.63095850425
0.11,121718.37812322416,126246.17458718014,131277.05954713124,136899.81332590012,143225.41132701508,150394.4223949454
0.12,110373.85258440285,113966.77915475023,117918.99838213235,122287.240686081,127140.84324602394,132565.45787184255
0.13,100928.9164863276,103830.99766142954,106996.9043979044,110464.32606166258,114278.48989179658,118494.14465141836
0.14,92944.83501730142,95324.02786574428,97901.48678489073,100703.07256657162,103759.347964769,107106.69721041372
